date,zoo_strict_ret,zoo_extended_ret,benchmark_ret,zoo_strict_net_ret,zoo_extended_net_ret,zoo_strict_turnover,zoo_extended_turnover,zoo_strict_cost,zoo_extended_cost,zoo_strict_nav,zoo_extended_nav,benchmark_nav,zoo_strict_net_nav,zoo_extended_net_nav
20210118,0.013912100304600893,0.01740007934452297,0.010786027592192715,0.013912100304600893,0.01740007934452297,0.0,0.0,0.0,0.0,0.9827822428130419,0.9681990997636652,1.0471697766168833,0.9827822428130419,0.9681990997636652
20210119,0.008629853501141984,0.0074134793603641514,-0.013604208235080795,0.008629853501141984,0.0074134793603641514,0.0,0.0,0.0,0.0,0.9912635095920422,0.9753768238064864,1.0329238609183042,0.9912635095920422,0.9753768238064864
20210120,0.001637578725112965,0.00015670525871847713,0.0055167340934167974,0.001637578725112965,0.00015670525871847713,0.0,0.0,0.0,0.0,0.992886781626331,0.9755296704840091,1.038622227197736,0.992886781626331,0.9755296704840091
20210121,0.009336983031300084,0.007453458259256603,0.017190929041697167,0.009336983031300084,0.007453458259256603,0.0,0.0,0.0,0.0,1.0021573486583784,0.9828007401636281,1.0564771082066216,1.0021573486583784,0.9828007401636281
20210122,-0.02069622958142533,-0.012303457442960363,0.0005393743257819938,-0.02069622958142533,-0.012303457442960363,0.0,0.0,0.0,0.0,0.981416470093832,0.9707088930821149,1.0570469448345645,0.981416470093832,0.9707088930821149
20210125,-0.004449747328537078,-0.0183193060796959,0.011859838274932644,-0.004449747328537078,-0.0183193060796959,0.0,0.0,0.0,0.0,0.9770494147778497,0.9529261797554609,1.0695833506493142,0.9770494147778497,0.9529261797554609
20210126,-0.007633318972395809,-0.004824155720486205,-0.021310602024507186,-0.007633318972395809,-0.004824155720486205,0.0,0.0,0.0,0.0,0.9695912849430577,0.9483291154741925,1.0467898855315878,0.9695912849430577,0.9483291154741925
20210127,0.0015362121876268176,-0.0001351122260733984,0.0018145527127562122,0.0015362121876268176,-0.0001351122260733984,0.0,0.0,0.0,0.0,0.971080782892004,0.9482009846163506,1.0486893409580649,0.971080782892004,0.9482009846163506
20210128,-0.0226079148817973,-0.015143805679886334,-0.024633218619815378,-0.0226079148817973,-0.015143805679886334,0.0,0.0,0.0,0.0,0.9491266712090325,0.9338416131598437,1.0228567471579748,0.9491266712090325,0.9338416131598437
20210129,-0.015366785273755781,-0.015500268403001068,-0.006870937790157905,-0.015366785273755781,-0.015500268403001068,0.0,0.0,0.0,0.0,0.9345416454549687,0.9193668175099746,1.015828762080009,0.9345416454549687,0.9193668175099746
20210201,0.019451791758699863,0.009108622353673736,0.011780104712041828,0.019451791758699863,0.009108622353673736,0.0,0.0,0.0,0.0,0.9527201549321914,0.9277409826551719,1.0277953312668153,0.9527201549321914,0.9277409826551719
20210202,0.0040067123987213476,0.0036862357185218336,0.014784697837737948,0.0040067123987213476,0.0036862357185218336,0.0,0.0,0.0,0.0,0.9565374305894699,0.931160854602972,1.042990974678633,0.9565374305894699,0.931160854602972
20210203,-0.03570001663814323,-0.014879960531019816,-0.0010926971407756447,-0.03570001663814323,-0.014879960531019816,0.0,0.0,0.0,0.0,0.9223890284024191,0.9173052178384491,1.0418513014227468,0.9223890284024191,0.9173052178384491
